estado,diario,data_publicacao,arquivo_markdown,link,secretaria_bloco,autoridade_bloco,tipo_norma,sigla_norma,numero_norma,data_norma_texto,ementa,considerando,mudancas_resumo,artigos_json,assinatura,texto_norma
RJ,Diário Oficial do Estado do Rio de Janeiro,2008-03-04,C:\Users\geo\Documents\GitHub\exoneracoes_nomeacoes_dou\LAKE\RJ\2008\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2008-03-04.md,https://www.ioerj.com.br/portal/modules/conteudoonline/do_seleciona_edicao.php?data=MjAwODAzMDQ=,Secretaria de Estado de Segurança,ATOS DO SECRETÁRIO,RESOLUÇÃO,SESEG,114,18 DE FEVEREIRO DE 2008,INSTITUI A COMISSÃO DE PREGÃO PRESENCIAL DA SECRETARIA DE ESTADO DE SEGURANÇA.,,"Art. 1º: Fica instituída a Comissão de Pregão Presencial para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança; | Art. 2º: Ficam designados para compor a Comissão de Pregão Presencial, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA, matrícula nº 193.665-7 - Pregoeira. ANDRÉA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.7 | Art. 3º: Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos. | Art. 4º: Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão. | Art. 5º: define vigência","[{""artigo"": ""Art. 1º"", ""texto"": ""Fica instituída a Comissão de Pregão Presencial para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança;"", ""acao"": ""outros"", ""objeto"": ""Fica instituída a Comissão de Pregão Presencial para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança;""}, {""artigo"": ""Art. 2º"", ""texto"": ""Ficam designados para compor a Comissão de Pregão Presencial, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA, matrícula nº 193.665-7 - Pregoeira. ANDRÉA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.716-5 Membro da Equipe de Apoio. MARIA CRISTINA PINTO DE MELLO, matrícula nº 931.715-7 - Membro da Equipe de Apoio. PAULO SORES, matrícula nº 898.717-4 - Membro Representante da Secretaria de Estado de Planejamento e Gestão - SEPLAG."", ""acao"": ""outros"", ""objeto"": ""Ficam designados para compor a Comissão de Pregão Presencial, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA, matrícula nº 193.665-7 - Pregoeira. ANDRÉA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.7""}, {""artigo"": ""Art. 3º"", ""texto"": ""Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos."", ""acao"": ""outros"", ""objeto"": ""Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos.""}, {""artigo"": ""Art. 4º"", ""texto"": ""Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão."", ""acao"": ""outros"", ""objeto"": ""Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão.""}, {""artigo"": ""Art. 5º"", ""texto"": ""Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 26, de 21 de março de 2007."", ""acao"": ""vigencia"", ""objeto"": ""Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 26, de 21 de março de 2007.""}]",18 de fevereiro de 2008,"## RESOLUÇÃO SESEG Nº 114 DE 18 DE FEVEREIRO DE 2008 ## INSTITUI A COMISSÃO DE PREGÃO PRESENCIAL DA SECRETARIA DE ESTADO DE SEGURANÇA. O SECRETÁRIO DE ESTADO DE SEGURANÇA , no uso de suas atribuições legais, com fundamento no que dispõe o Decreto nº. 31.863, de 16 de setembro de 2002, modificado pelo Decreto nº 40.497/2007, Resolução SEPLAG nº 007/2007 e o § 4º do art. 51 da Lei Federal nº 8.666/93 e tendo em vista o que consta do processo nº E-09/076/0004/2008. RESOLVE : Art. 1º -Fica instituída a Comissão de Pregão Presencial para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança; Art. 2º Ficam designados para compor a Comissão de Pregão Presencial, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA, matrícula nº 193.665-7 - Pregoeira. ANDRÉA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.716-5 Membro da Equipe de Apoio. MARIA CRISTINA PINTO DE MELLO, matrícula nº 931.715-7 - Membro da Equipe de Apoio. PAULO SORES, matrícula nº 898.717-4 - Membro Representante da Secretaria de Estado de Planejamento e Gestão - SEPLAG. - Art. 3º -Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos. Art. 4º Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão. Art. 5º Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 26, de 21 de março de 2007. Rio de Janeiro, 18 de fevereiro de 2008 ## JOSÉ MARIANO BELTRAME Secretário de Estado de Segurança Id: 443214"
RJ,Diário Oficial do Estado do Rio de Janeiro,2008-03-04,C:\Users\geo\Documents\GitHub\exoneracoes_nomeacoes_dou\LAKE\RJ\2008\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2008-03-04.md,https://www.ioerj.com.br/portal/modules/conteudoonline/do_seleciona_edicao.php?data=MjAwODAzMDQ=,Secretaria de Estado de Segurança,ATOS DO SECRETÁRIO,RESOLUÇÃO,SESEG,115,18 DE FEVEREIRO DE 2008,INSTITUI A COMISSÃO DE PREGÃO ELETRÔNICO DA SECRETARIA DE ESTADO DE SEGURANÇA.,,"Art. 51: da Lei Federal n.º 8.666/93 e tendo em vista o que consta do processo nº E-09/076/0004/2008. RESOLVE : | Art. 1º: Fica instituída a Comissão de Pregão Eletrônico para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança; | Art. 2º: Ficam designados para compor a Comissão de Pregão Eletrônico, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA , matrícula nº 193.665-7 - Pregoeiro. ANDREA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931. | Art. 3º: Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos. | Art. 4º: Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão. | Art. 5º: define vigência","[{""artigo"": ""Art. 51"", ""texto"": ""da Lei Federal n.º 8.666/93 e tendo em vista o que consta do processo nº E-09/076/0004/2008. RESOLVE :"", ""acao"": ""outros"", ""objeto"": ""da Lei Federal n.º 8.666/93 e tendo em vista o que consta do processo nº E-09/076/0004/2008. RESOLVE :""}, {""artigo"": ""Art. 1º"", ""texto"": ""Fica instituída a Comissão de Pregão Eletrônico para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança;"", ""acao"": ""outros"", ""objeto"": ""Fica instituída a Comissão de Pregão Eletrônico para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança;""}, {""artigo"": ""Art. 2º"", ""texto"": ""Ficam designados para compor a Comissão de Pregão Eletrônico, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA , matrícula nº 193.665-7 - Pregoeiro. ANDREA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.716-5 Membro da Equipe de Apoio. MARIA CRISTINA PINTO DE MELLO, matrícula nº 931.715-7 - Membro da Equipe de Apoio. PAULO SOARES, matrícula nº 898.717-4 - Membro Representante da Secretaria de Estado de Planejamento e Gestão - SEPLAG."", ""acao"": ""outros"", ""objeto"": ""Ficam designados para compor a Comissão de Pregão Eletrônico, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA , matrícula nº 193.665-7 - Pregoeiro. ANDREA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.""}, {""artigo"": ""Art. 3º"", ""texto"": ""Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos."", ""acao"": ""outros"", ""objeto"": ""Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos.""}, {""artigo"": ""Art. 4º"", ""texto"": ""Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão."", ""acao"": ""outros"", ""objeto"": ""Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão.""}, {""artigo"": ""Art. 5º"", ""texto"": ""Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 30, de 30 de março de 2007."", ""acao"": ""vigencia"", ""objeto"": ""Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 30, de 30 de março de 2007.""}]",18 de fevereiro de 2008,"## RESOLUÇÃO SESEG Nº 115 DE 18 DE FEVEREIRO DE 2008 ## INSTITUI A COMISSÃO DE PREGÃO ELETRÔNICO DA SECRETARIA DE ESTADO DE SEGURANÇA. O SECRETÁRIO DE ESTADO DE SEGURANÇA , no uso de suas atribuições legais, com fundamento no que dispõe o Decreto n.º 31.863, de 16 de setembro de 2002, modificado pelo Decreto nº. 40.497/2007, Resolução SEPLAG nº. 007/2007 e o §4º do Art. 51 da Lei Federal n.º 8.666/93 e tendo em vista o que consta do processo nº E-09/076/0004/2008. RESOLVE : Art. 1º -Fica instituída a Comissão de Pregão Eletrônico para atuar nos procedimentos licitatórios relacionados à Secretaria de Estado de Segurança; Art. 2º - Ficam designados para compor a Comissão de Pregão Eletrônico, da Secretaria de Estado de Segurança, com mandato de 01 (um) ano, os servidores a seguir indicados: MARIZE PINTO DA SILVA , matrícula nº 193.665-7 - Pregoeiro. ANDREA BATISTA DA SILVA, matrícula nº 931.926-0 - Membro da Equipe de Apoio. MARIA VITÓRIA BARRETTO DE BARROS, matrícula nº 931.716-5 Membro da Equipe de Apoio. MARIA CRISTINA PINTO DE MELLO, matrícula nº 931.715-7 - Membro da Equipe de Apoio. PAULO SOARES, matrícula nº 898.717-4 - Membro Representante da Secretaria de Estado de Planejamento e Gestão - SEPLAG. Art. 3º -Fica designada a servidora ANDREA BATISTA DA SILVA, matrícula nº 931.926-0, como substituta da Pregoeira em seus impedimentos. - Art. 4º Da presente Resolução será dado conhecimento imediato ao Tribunal de Contas do Estado e à Secretaria de Estado de Planejamento e Gestão. - Art. 5º Esta Resolução entrará em vigor na data de sua publicação, revogando a Resolução SESEG nº 30, de 30 de março de 2007. Rio de Janeiro,18 de fevereiro de 2008 ## JOSÉ MARIANO BELTRAME Secretário de Estado de Segurança Id: 443215"
RJ,Diário Oficial do Estado do Rio de Janeiro,2008-03-07,C:\Users\geo\Documents\GitHub\exoneracoes_nomeacoes_dou\LAKE\RJ\2008\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2008-03-07.md,https://www.ioerj.com.br/portal/modules/conteudoonline/do_seleciona_edicao.php?data=MjAwODAzMDc=,Secretaria de Estado de Segurança,ATOS DO SECRETÁRIO,RESOLUÇÃO,SESEG,118,05 DE MARÇO DE 2008,ALTERA A COMISSÃO PERMANENTE DE LICITAÇÃO DA POLÍCIA CIVIL DO ESTADO DO RIO DE JANEIRO E DÁ OUTRAS PROVIDÊNCIAS.,,"Art. 1º: Ficam designados para integrar a Comissão Permanente de Licitação da Policia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I -Presidente -VANESSA LYRIO BOECHAT, Delegado de Polícia, matrícula 860.865-5; - II - Membro - CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4; - III - Membro da Superintendência Cen | Art. 2º: O Presidente será substituído em seus impedimentos legais e eventuais pela Dra. CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4. | Art. 3º: Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio. | Art. 4º: define vigência","[{""artigo"": ""Art. 1º"", ""texto"": ""Ficam designados para integrar a Comissão Permanente de Licitação da Policia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I -Presidente -VANESSA LYRIO BOECHAT, Delegado de Polícia, matrícula 860.865-5; - II - Membro - CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4; - III - Membro da Superintendência Central de Recursos Logísticos e Patrimônio -IARACEMA SOUZA MUNIZ, servidora da SEPLAG, matrícula 196.259-6; - IV- Membro - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - V - Membro - ADAÍLSON DE ASSIS ALVES PONTES, Comissário de Polícia, matrícula 179.708-3; - VI - Suplente - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - VII - Suplente - WILSON DE FREITAS LIMA FILHO, Inspetor de Polícia, matrícula 263.135-6."", ""acao"": ""outros"", ""objeto"": ""Ficam designados para integrar a Comissão Permanente de Licitação da Policia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I -Presidente -VANESSA LYRIO BOECHAT, Delegado de Polícia, matrícula 860.865-5; - II - Membro - CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4; - III - Membro da Superintendência Cen""}, {""artigo"": ""Art. 2º"", ""texto"": ""O Presidente será substituído em seus impedimentos legais e eventuais pela Dra. CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4."", ""acao"": ""outros"", ""objeto"": ""O Presidente será substituído em seus impedimentos legais e eventuais pela Dra. CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4.""}, {""artigo"": ""Art. 3º"", ""texto"": ""Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio."", ""acao"": ""outros"", ""objeto"": ""Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio.""}, {""artigo"": ""Art. 4º"", ""texto"": ""Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário, e, em especial, as Resoluções SESEG nºs 016, de 02 de fevereiro de 2007 e 074 de 30 de agosto de 2007."", ""acao"": ""vigencia"", ""objeto"": ""Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário, e, em especial, as Resoluções SESEG nºs 016, de 02 de fevereiro de 2007 e 074 de 30 de agosto de 2007.""}]",05 de março de 2008,"## RESOLUÇÃO SESEG Nº 118 DE 05 DE MARÇO DE 2008 ALTERA A COMISSÃO PERMANENTE DE LICITAÇÃO DA POLÍCIA CIVIL DO ESTADO DO RIO DE JANEIRO E DÁ OUTRAS PROVIDÊNCIAS. O SECRETÁRIO DE ESTADO DE SEGURANÇA , no uso de suas atribuições em conformidade com o disposto no art. 51 da Lei Federal nº 8.666/93, no Decreto Estadual nº 21.081, de 09 de dezembro de 1994, e suas respectivas alterações, e tendo em vista o constante do Processo nº E-09/059/1200/2008, ## RESOLVE: - Art. 1º - Ficam designados para integrar a Comissão Permanente de Licitação da Policia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I -Presidente -VANESSA LYRIO BOECHAT, Delegado de Polícia, matrícula 860.865-5; - II - Membro - CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4; - III - Membro da Superintendência Central de Recursos Logísticos e Patrimônio -IARACEMA SOUZA MUNIZ, servidora da SEPLAG, matrícula 196.259-6; - IV- Membro - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - V - Membro - ADAÍLSON DE ASSIS ALVES PONTES, Comissário de Polícia, matrícula 179.708-3; - VI - Suplente - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - VII - Suplente - WILSON DE FREITAS LIMA FILHO, Inspetor de Polícia, matrícula 263.135-6. - Art. 2º - O Presidente será substituído em seus impedimentos legais e eventuais pela Dra. CAROLINA SALOMÃO ALBUQUERQUE, Delegado de Polícia, matrícula 853.035-4. - Art. 3º - Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio. - Art. 4º -Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário, e, em especial, as Resoluções SESEG nºs 016, de 02 de fevereiro de 2007 e 074 de 30 de agosto de 2007. Rio de Janeiro, 05 de março de 2008 JOSÉ MARIANO BELTRAME Secretário de Estado de Segurança Id: 462728"
RJ,Diário Oficial do Estado do Rio de Janeiro,2008-03-20,C:\Users\geo\Documents\GitHub\exoneracoes_nomeacoes_dou\LAKE\RJ\2008\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2008-03-20.md,https://www.ioerj.com.br/portal/modules/conteudoonline/do_seleciona_edicao.php?data=MjAwODAzMjA=,Secretaria de Estado de Segurança,ATO DO SECRETÁRIO,RESOLUÇÃO,SESEG,122,19 DE MARÇO DE 2008,ALTERA A COMISSÃO DE PREGÃO ELETRÔNICO DA POLÍCIA CIVIL DO ESTADO DO RIO DE JANEIRO E DÁ OUTRAS PROVIDÊNCIAS.,,"Art. 1º: Ficam designados para integrar a Comissão de Pregão Eletrônico da Polícia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I - Presidente - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - II - Membro da Equipe de Apoio - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - III -Membro da  | Art. 2º: O Pregoeiro será substituído em seus impedimentos pelo Pregoeiro Substituto, ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3; | Art.3º: Os servidores indicados na presente Resolução exercerão mandato pelo prazo de 1 (um) ano, a contar de sua publicação. ## PODER EXECUTIVO | Art.4º: Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio. | Art. 5º: define vigência","[{""artigo"": ""Art. 1º"", ""texto"": ""Ficam designados para integrar a Comissão de Pregão Eletrônico da Polícia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I - Presidente - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - II - Membro da Equipe de Apoio - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - III -Membro da Equipe de Apoio - JANINE LIMA DOMINGUES, Investigador de Polícia, matrícula 1.183.072-6; - IV - Membro da Equipe de Apoio - ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3; - V - Membro da Superintendência Central de Recursos Logísticos e Patrimônio - PAULO SOARES, servidor da SEPLAG, matrícula 898.717-4; - VI -Suplente da Equipe de Apoio - ADAILSON DE ASSIS ALVES PONTES, Comissário de Polícia, matrícula 179.708-3; - VII - Suplente da Equipe de Apoio - WILSON DE FREITAS LIMA FILHO, Inspetor de Polícia, matrícula 263.135-6."", ""acao"": ""outros"", ""objeto"": ""Ficam designados para integrar a Comissão de Pregão Eletrônico da Polícia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I - Presidente - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - II - Membro da Equipe de Apoio - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - III -Membro da ""}, {""artigo"": ""Art. 2º"", ""texto"": ""O Pregoeiro será substituído em seus impedimentos pelo Pregoeiro Substituto, ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3;"", ""acao"": ""outros"", ""objeto"": ""O Pregoeiro será substituído em seus impedimentos pelo Pregoeiro Substituto, ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3;""}, {""artigo"": ""Art.3º"", ""texto"": ""Os servidores indicados na presente Resolução exercerão mandato pelo prazo de 1 (um) ano, a contar de sua publicação. ## PODER EXECUTIVO"", ""acao"": ""outros"", ""objeto"": ""Os servidores indicados na presente Resolução exercerão mandato pelo prazo de 1 (um) ano, a contar de sua publicação. ## PODER EXECUTIVO""}, {""artigo"": ""Art.4º"", ""texto"": ""Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio."", ""acao"": ""outros"", ""objeto"": ""Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio.""}, {""artigo"": ""Art. 5º"", ""texto"": ""Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário."", ""acao"": ""vigencia"", ""objeto"": ""Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.""}]",19 de março de 2008,"RESOLUÇÃO SESEG Nº 122 DE 19 DE MARÇO DE 2008 ALTERA A COMISSÃO DE PREGÃO ELETRÔNICO DA POLÍCIA CIVIL DO ESTADO DO RIO DE JANEIRO E DÁ OUTRAS PROVIDÊNCIAS. - O SECRETÁRIO DE ESTADO DE SEGURANÇA , no uso de suas atribuições em conformidade com o disposto no artigo 51 da Lei Federal nº 8.666/93, no Decreto Estadual nº 21.081, de 09 de dezembro de 1994, e suas respectivas alterações, e tendo em vista o constante do Oficio número 098/1200-2008, ## RESOLVE: - Art. 1º - Ficam designados para integrar a Comissão de Pregão Eletrônico da Polícia Civil do Estado do Rio de Janeiro/SESEG os seguintes servidores: - I - Presidente - TELMA DOS SANTOS GUIMARÃES, Oficial de Cartório, matrícula 269.697-9; - II - Membro da Equipe de Apoio - ANDREA FERREIRA DOS SANTOS, Inspetor de Polícia, matrícula 888.826-5; - III -Membro da Equipe de Apoio - JANINE LIMA DOMINGUES, Investigador de Polícia, matrícula 1.183.072-6; - IV - Membro da Equipe de Apoio - ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3; - V - Membro da Superintendência Central de Recursos Logísticos e Patrimônio - PAULO SOARES, servidor da SEPLAG, matrícula 898.717-4; - VI -Suplente da Equipe de Apoio - ADAILSON DE ASSIS ALVES PONTES, Comissário de Polícia, matrícula 179.708-3; - VII - Suplente da Equipe de Apoio - WILSON DE FREITAS LIMA FILHO, Inspetor de Polícia, matrícula 263.135-6. - Art. 2º - O Pregoeiro será substituído em seus impedimentos pelo Pregoeiro Substituto, ALBERTO JORGE GONÇALVES REBOEIRAS, Oficial de Cartório, matrícula 180.863-3; - Art.3º - Os servidores indicados na presente Resolução exercerão mandato pelo prazo de 1 (um) ano, a contar de sua publicação. ## PODER EXECUTIVO Art.4º - Da presente Resolução será dado conhecimento imediato ao Egrégio Tribunal de Contas do Estado, à Secretaria de Estado de Fazenda e à Superintendência Central de Recursos Logísticos e Patrimônio. - Art. 5º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário. Rio de Janeiro, 19 de março de 2008 JOSÉ MARIANO BELTRAME Secretário de Estado de Segurança"
