motivo_rejeicao,nome_original_csv,nome_limpo,spacy_pessoa,spacy_entidades,estado,data_publicacao,tipo_ato,cargo,orgao,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
tem_numero,24 DE SETEMBRO DE 2013. DR. JOSE MANUEL CORREIA MOREIRA - PRESIDENTE / FMS,24 DE SETEMBRO DE 2013. DR. JOSE MANUEL CORREIA MOREIRA - PRESIDENTE / FMS,sim,DR:ORG|MANUEL CORREIA MOREIRA:MISC|FMS:ORG|De Setembro:MISC|Dr. Jose Manuel Correia Moreira:PER,RJ,2013-09-26,exoneracao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wc1FsRnFiRU5OYTBsMFVUQkdRbEpwTURCUFZFVjRURlZGZDA5RlNYUk5SRUpEVFdwbmVVNTZhekZPUkdNeFRWUmpNMDlFYTNsT2VrRjVUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\09\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-09-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,769
termo_administrativo,MONIQUE PARMERA SEGOND NO CARGO DE ENFERMEIRA,MONIQUE PARMERA SEGOND NO CARGO DE ENFERMEIRA,sim,MONIQUE PARMERA SEGOND NO CARGO DE ENFERMEIRA:MISC|Monique Parmera Segond:PER,RJ,2013-09-05,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10Sk5FNVZTVFZQVkVWMFVXcEZORkpwTURCT2FsVXlURlZKTkU1NldYUlJWRkY1VFhwS1JFNTZXVEpTUkZKRVRWUmpNMDlFYXpSTmVrMHhUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\09\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-09-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,973
tem_numero,30 DE AGOSTO DE 2013. JOSUÉ MOREIRA PEIXOTO CMT DA GCM ID: 1552138,30 DE AGOSTO DE 2013. JOSUÉ MOREIRA PEIXOTO CMT DA GCM,sim,JOSUÉ MOREIRA PEIXOTO CMT:MISC|De Agosto De 2013:MISC|Josué Moreira Peixoto Cmt:PER,RJ,2013-09-03,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wR1ExRjZXVFZSYTFsMFRucFJNbEZwTURCUFJGVXpURlZLUlU1VVdYUlBSRlV3VGtSVk1sRnFRWGxPZW14RlRWUmpNMDlFYXpSTmVtc3hUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\09\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-09-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1000
termo_administrativo,DIRETOR DE PROJETOS VIÁRIOS,DIRETOR DE PROJETOS VIÁRIOS,sim,DIRETOR:LOC|Diretor De Projetos:PER,RJ,2013-08-19,nomeacao,,do Instituto Municipal de Trânsito e Transporte - IMTT do Município de Campos dos Goytacazes,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSc1JVOUVSa1JOYTBWMFRXdFZlVTE1TURCT1ZWVXlURlZHUTA1RlJYUk9WRkY1VFd0Rk0wNXFhRVZOUlVaQ1RWUmpNMDlFYXpWTlJGRjVUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-08-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1217
tem_numero;termo_administrativo,FICA REVOGADA A PORTARIA Nº 1852/12. - 1 - SMEC (,FICA REVOGADA A PORTARIA Nº 1852/12. - 1 - SMEC (,sim,FICA REVOGADA:LOC|PORTARIA Nº 1852/12:ORG|SMEC:MISC|Fica Revogada A Portaria Nº:LOC|Smec:PER,RJ,2013-08-14,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVST1FrNHdTa1JPUlZWMFVWUkpNbEZwTURCT1JVMHlURlJvUWxFd1RYUlJlbXMxVGtSck0wNXJUa2RSYW1kNlRWUmpNMDlFYXpWTlZFMDBUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-08-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1260
termo_administrativo;muito_longo,ERIKA ERTHAL PINTO NO CARGO DE CIRURGIÃO DENTISTA PERIODONTISTA. A MESMA DEVERÁ COMPARECER À,ERIKA ERTHAL PINTO NO CARGO DE CIRURGIÃO DENTISTA PERIODONTISTA. A MESMA DEVERÁ COMPARECER À,sim,ERIKA ERTHAL PINTO:MISC|CARGO DE CIRURGIÃO DENTISTA PERIODONTISTA:MISC|MESMA DEVERÁ COMPARECER:MISC|Erika Erthal Pinto:PER,RJ,2013-08-13,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWVk1WSnFVVEJPYTAxMFQwUkNSVTU1TURCU2ExcEhURlJyZVUxVVozUlNSRTB5VFVWRk1rNUZTa1ZSYW1SR1RWUmpNMDlFYXpWTlZHTXhUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-08-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1264
termo_administrativo,KLÉBER RODRIGUES NO CARGO DE TÉCNICO EM ENFERMAGEM,KLÉBER RODRIGUES NO CARGO DE TÉCNICO EM ENFERMAGEM,sim,KLÉBER RODRIGUES:MISC|CARGO DE TÉCNICO:MISC|ENFERMAGEM:MISC|Kléber Rodrigues:PER,RJ,2013-08-12,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wTmQwOVVVWGRPUkZsMFRWUm5ORkpUTURCT01FVTFURlJyTkUxcVJYUk9SVmt5VG5wR1JGRnJVVFJPYWxWNlRWUmpNMDlFYXpWTmFtc3lUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-08-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1336
termo_administrativo,SUELIZA GALVÃO VILLELA VIEIRA NO CARGO DE CIRURGIÃO DENTISTA,SUELIZA GALVÃO VILLELA VIEIRA NO CARGO DE CIRURGIÃO DENTISTA,sim,GALVÃO VILLELA VIEIRA:MISC|CARGO DE CIRURGIÃO DENTISTA:MISC|Sueliza Galvão Villela Vieira:PER,RJ,2013-07-31,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSU1JsRnFRVEJOVlUxMFQxUkJORkY1TURCT1JWbDNURlZGTkUxNlFYUk5hbXQ0VWxWT1JGRnJXVEZOZWtwRFRWUmpNMDlFYXpWUFJHYzFUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-07-31.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1417
tem_numero;termo_administrativo,ID FUNCIONAL Nº4408142-1,ID FUNCIONAL Nº4408142-1,sim,ID FUNCIONAL:PER,RJ,2013-07-16,nomeacao,,da Superintendência de Formação e Qualificação Profissional,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCT1EwOUZVVEZPYTBWMFVsUmplVkZUTURCU2FtTXlURlJuZWsxRVFYUk9SRnBFVW10TmVFOVVTa2RSVkU1SFRWUmpNMDlVUVhkTmVra3dUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-07-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1506
termo_administrativo,MARIA DAS GRAÇAS HENRIQUE NO CARGO DE TÉCNICO EM ENFERMAGEM,MARIA DAS GRAÇAS HENRIQUE NO CARGO DE TÉCNICO EM ENFERMAGEM,sim,DAS GRAÇAS HENRIQUE:MISC|CARGO DE TÉCNICO:MISC|ENFERMAGEM:MISC|Maria Das Graças Henrique:PER,RJ,2013-07-12,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWT1JrMHdXVFZQUkZsMFVUQlpNVTU1TURCUlZWVXlURlJuTTFKRldYUk9hbWN5VGxSU1JrMTZaRVpQUkdNMFRWUmpNMDlVUVhkTmVsbDNUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-07-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1544
tem_numero;termo_administrativo,MATRÍCULA Nº687-4,MATRÍCULA Nº687-4,sim,Nº687-4:LOC|Matrícula Nº687-4:PER,RJ,2013-07-10,exoneracao,do cargo em comissão de Diretor (ISE/IST),da Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro - FAETEC,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWRmQxSkVTVEpQUkZsMFVWUk5ORTE1TURCT1JHeEhURlJyZUU1cVNYUlNha3BEVFVSVk5VNHdSWGRQVkVKQ1RWUmpNMDlVUVhkT1JFRTBUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-07-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1558
tem_numero;termo_administrativo,ID FUNCIONAL Nº4416412-2,ID FUNCIONAL Nº4416412-2,sim,ID FUNCIONAL:PER,RJ,2013-07-10,exoneracao,do cargo em comissão de Assistente II,do Gabinete do Secretário,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWRmQxSkVTVEpQUkZsMFVWUk5ORTE1TURCT1JHeEhURlJyZUU1cVNYUlNha3BEVFVSVk5VNHdSWGRQVkVKQ1RWUmpNMDlVUVhkT1JFRTBUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-07-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1570
tem_numero,03 DE JULHO DE 2013. ROSINHA GAROTINHO -PREFEITAID: 1521970,03 DE JULHO DE 2013. ROSINHA GAROTINHO -PREFEITAID: 1521970,sim,ROSINHA GAROTINHO:MISC|03 De Julho De 2013:MISC|Rosinha Garotinho:PER,RJ,2013-07-05,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSbk1FOUVaekJSTUZsMFVUQlplbEpETURCT1ZGRjVURlJuTUUxRVJYUk5SVkpDVDBST1FrMUVRWGhOYWswelRWUmpNMDlVUVhkT1ZFRjZUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-07-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1628
termo_administrativo,CLARICE BRITO E SOUZA NO CARGO DE CIRURGIÃO DENTISTA,CLARICE BRITO E SOUZA NO CARGO DE CIRURGIÃO DENTISTA,sim,CLARICE BRITO:PER,RJ,2013-07-03,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxST1JVNTZWa0pSYTBsMFQwUlZNVkpUTURCT1JVVXhURlZLUTFKcVozUlNSVlV3VGtWU1JWSnFSa2RTVlU1SFRWUmpNMDlVUVhkT1ZGazBUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\07\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-07-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1671
inicio_suspeito,DE CARVALHO,DE CARVALHO,sim,CARVALHO:MISC|Carvalho:PER,RJ,2013-06-26,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCT1FrOVVhRUpSZWxWMFVrVlpNbEpETURCU1ZGSkRURlJuZWxGVVdYUlNSR1JEVVd0WmQwMTZSa1JSVkZsNVRWUmpNMDlVUVhkT2FtTXlUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-06-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1767
termo_administrativo,MAIRA MONTEIRO DA CRUZ NO CARGO DE CIRURGIÃO DENTISTA,MAIRA MONTEIRO DA CRUZ NO CARGO DE CIRURGIÃO DENTISTA,sim,MAIRA MONTEIRO:MISC|CARGO DE CIRURGIÃO DENTISTA:MISC|Maira Monteiro Da Cruz:PER,RJ,2013-06-24,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWT1EwOUZUVFJPZWtGMFRtdE9SRTFETURCTmVrNUVURlJuZVZGcVozUk9SRVUwVGtSUmVVMTZiRVZPYTFKQ1RWUmpNMDlVUVhkT2VrMHhUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-06-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1808
tem_numero,8344/13 COM BASE NA Nº LEI MARIA VITÓRIA E,8344/13 COM BASE NA Nº LEI MARIA VITÓRIA E,sim,BASE:MISC|Nº LEI:MISC|MARIA VITÓRIA:PER,RJ,2013-06-21,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwa1EwNUZTVE5PVkVsMFRtcEZlRTVUTURCUlZWWkhURlZHUkUwd1VYUlBSRVpIVVZST1JrMVVRVEpPYWtrd1RWUmpNMDlVUVhkT2VsVjZUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-06-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1822
tem_numero;termo_administrativo,ID FUNCIONAL Nº 3882743-3,ID FUNCIONAL Nº 3882743-3,sim,ID FUNCIONAL:PER,RJ,2013-06-17,nomeacao,para exercer o cargo em comissão de Assessor,da Superintendência de Infraestrutura,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wVk1GSkZSa05OYTFWMFRWUmpORkZUTURCUFJWVjNURlJuTkU1VVZYUlNhMGt6VFVWS1EwNVVZekJSZW1jelRWUmpNMDlVUVhkUFJGRjNUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-06-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1881
termo_administrativo,ASSISTENTE SOCIAL,ASSISTENTE SOCIAL,sim,Assistente Social:PER,RJ,2013-06-14,exoneracao,do cargo em comissão de Diretor,da Subsecretaria-Adjunta de Tratamento Penitenciário,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wc1JVNTZSVEpSZWtsMFQxUlJNRkpETURCU1JVWkRURlZGTlUxVldYUlBSRnBDVDBSR1IxSkVVa05OTUVwR1RWUmpNMDlVUVhkUFJGVXhUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-06-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1895
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2013-06-10,exoneracao,do cargo em comissão de Assistente,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSU1JVMXFTa05PVlUxMFRrVlpNMUpETURCT01FazBURlZGZVU1VlNYUlNWVWt4VVhwVk0xSlVaelJTUkVFMFRWUmpNMDlVUVhkUFZGa3pUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-06-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1955
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2013-06-10,nomeacao,para exercer o cargo em comissão de Assistente,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSU1JVMXFTa05PVlUxMFRrVlpNMUpETURCT01FazBURlZGZVU1VlNYUlNWVWt4VVhwVk0xSlVaelJTUkVFMFRWUmpNMDlVUVhkUFZGa3pUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-06-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,1956
inicio_suspeito,POR DISPENSA DE LICITAÇÃO FUNDAMENTADA NO INCISO I OU II DO,POR DISPENSA DE LICITAÇÃO FUNDAMENTADA NO INCISO I OU II DO,sim,DISPENSA:MISC|LICITAÇÃO FUNDAMENTADA:MISC|INCISO I OU II:PER,RJ,2013-05-28,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSR1JrNUVVa0pPZWtWMFVUQlZNRkY1TURCUFJHTTFURlZGTVU5VlRYUk5hazAwVG5wck1sRlVaRVJPVlVaQ1RWUmpNMDlVUVhoTmFsazBUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-05-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,2183
tem_numero;termo_administrativo,ID FUNCIONAL Nº1909853-7,ID FUNCIONAL Nº1909853-7,sim,ID FUNCIONAL:PER,RJ,2013-05-07,exoneracao,do cargo em comissão de Assistente,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSb1IwNTZRa0pTYWxsMFVtcEJkMUpwTURCUFZVNUdURlZKTTFKclRYUlBWR2hFVW1wTmVsRlVRa05PYWsweVRWUmpNMDlVUVhsTmVrRjZUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-05-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,2483
tem_numero;termo_administrativo,ID FUNCIONAL Nº1909853-7,ID FUNCIONAL Nº1909853-7,sim,ID FUNCIONAL:PER,RJ,2013-05-07,nomeacao,para exercer o cargo em comissão de Diretor de Divisão,do Departamento de Recursos Humanos,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSb1IwNTZRa0pTYWxsMFVtcEJkMUpwTURCUFZVNUdURlZKTTFKclRYUlBWR2hFVW1wTmVsRlVRa05PYWsweVRWUmpNMDlVUVhsTmVrRjZUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-05-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,2484
frase_administrativa,RICARDO JOSÉ VALIDADE ADJUNTO A CONTAR FERREIRA,RICARDO JOSÉ VALIDADE ADJUNTO A CONTAR FERREIRA,sim,RICARDO JOSÉ VALIDADE ADJUNTO:MISC|Ricardo José Validade Adjunto:PER,RJ,2013-04-17,nomeacao,,do Instituto Estadual do Ambiente - INEA,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSc1JrNTZVWGRTVkVsMFRucGplVkpETURCUFJHc3pURlZKZVUxcVozUlJWR1JFVDFWVmVVMVVTWGRSVkU1Q1RWUmpNMDlVUVhsT1ZHTjNUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,2628
termo_administrativo;muito_longo,LIVIA FIGUEIREDO MOUTINHO NO CARGO DE CIRURGIÃO DENTISTA PSF. A MESMA DEVERÁ COMPARECER NA,LIVIA FIGUEIREDO MOUTINHO NO CARGO DE CIRURGIÃO DENTISTA PSF. A MESMA DEVERÁ COMPARECER NA,sim,LIVIA FIGUEIREDO MOUTINHO NO CARGO DE CIRURGIÃO DENTISTA PSF:ORG|MESMA DEVERÁ COMPARECER:MISC|Livia Figueiredo Moutinho:PER,RJ,2013-04-10,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWU1JsRnFRVEZPZWtsMFRtcFNRazlETURCTmExa3pURlZLUWs1VVFYUk9WRlV4VVhwQ1EwOVVWWGROUlVVMVRWUmpNMDlVUVhsT2VrbDZUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\04\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-04-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,2719
tem_numero,05 DE MARÇO DE 2013. DR. SEBASTIÃO TAVARES CAMPISTA FILHO - PRESIDENTE / FMS,05 DE MARÇO DE 2013. DR. SEBASTIÃO TAVARES CAMPISTA FILHO - PRESIDENTE / FMS,sim,MARÇO:LOC|DR:ORG|SEBASTIÃO TAVARES CAMPISTA:PER,RJ,2013-03-06,exoneracao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSVk1rMUZVVFJPYTFWMFRucENSRTVwTURCUmFtc3lURlJvUkU1VlZYUlNWVWt4VWtSUk1GRlVRWGxOYTFKR1RWUmpNMDlVUVhwT2Vtc3hUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\03\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2013-03-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,3076
tem_numero;termo_administrativo,ID FUNCIONAL Nº 615396-8,ID FUNCIONAL Nº 615396-8,sim,ID FUNCIONAL:PER,RJ,2013-03-01,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwSk0wNXJVVFJOZWtsMFQxUkpNVTlETURCU2FrVXlURlZHUTAxNlZYUk5WRmt3VGtWWmVVNXJVa1pSYWxrMFRWUmpNMDlVUVhwUFJHYzFUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-03-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,3122
tem_numero;termo_administrativo,ID FUNCIONAL Nº 1949714-8,ID FUNCIONAL Nº 1949714-8,sim,ID FUNCIONAL:PER,RJ,2013-02-27,exoneracao,do cargo em comissão de Inspetor,da Subsecretaria-Adjunta de Fiscalização,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSU1JrNUVUVEZTUlZWMFRrUlJlRTlETURCT2VsbDNURlJzUWxKVVVYUk9WRkYzVG5wa1JWSkVVWGhPVkdjeVRWUmpNMDlVUVhwUFZFbDVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2013\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2013-02-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2013.csv,3193
