timestamp,data_publicacao,caderno,etapa,url,erro
2026-05-10T02:32:13,2017-05-10,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwb1JVNXJSVEJPUlVWMFVrUkplRTFwTURCT2FrbDVURlZGZUZKRlJYUk5WR2hGVGxSRmVFOUZWa1ZTYWs1RFRWUmpNMDlFVFRWTlZFRjVUMUU5UFE9PQ==,Nao encontrei chave do PDF na pagina: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwb1JVNXJSVEJPUlVWMFVrUkplRTFwTURCT2FrbDVURlZGZUZKRlJYUk5WR2hGVGxSRmVFOUZWa1ZTYWs1RFRWUmpNMDlFVFRWTlZFRjVUMUU5UFE9PQ==
